Latitude (decimal degrees):	36.875
Longitude (decimal degrees):	-2.589
Elevation (m):	656
Radiation database:	PVGIS-SARAH2


Slope: 34 deg. (optimum)
Azimuth: 2 deg. (optimum)
time,G(i),H_sun,T2m,WS10m,Int
20190105:1509,617.03,17.69,13.85,2.41,0.0
20190105:1609,339.84,8.85,13.27,2.55,0.0
20190105:1709,0.0,0.0,12.5,2.55,0.0
20190105:1809,0.0,0.0,11.98,2.69,0.0
20190105:1909,0.0,0.0,11.01,2.76,0.0
20190105:2009,0.0,0.0,9.84,2.62,0.0
20190105:2109,0.0,0.0,8.8,2.55,0.0
20190105:2209,0.0,0.0,7.93,2.55,0.0
20190105:2309,0.0,0.0,7.32,2.62,0.0
20190106:0009,0.0,0.0,6.88,2.76,0.0
20190106:0109,0.0,0.0,6.79,3.1,0.0
20190106:0209,0.0,0.0,6.81,3.38,0.0
20190106:0309,0.0,0.0,6.78,3.45,0.0
20190106:0409,0.0,0.0,6.73,3.52,0.0
20190106:0509,0.0,0.0,6.71,3.59,0.0
20190106:0609,0.0,0.0,6.8,3.59,0.0
20190106:0709,0.0,0.0,6.78,3.52,0.0
20190106:0809,264.4,7.06,6.88,3.38,0.0
20190106:0909,552.22,16.2,9.48,3.03,0.0
20190106:1009,759.21,23.61,13.67,3.03,0.0
20190106:1109,873.56,28.61,15.42,3.45,0.0
20190106:1209,928.48,30.6,15.94,3.86,0.0
20190106:1309,915.15,29.27,16.16,4.0,0.0
20190106:1409,816.45,24.82,16.22,3.79,0.0
20190106:1509,619.89,17.84,15.9,3.52,0.0
20190106:1609,356.2,9.0,15.26,3.1,0.0
20190106:1709,0.0,0.0,14.48,2.69,0.0
20190106:1809,0.0,0.0,13.09,2.28,0.0
20190106:1909,0.0,0.0,11.73,1.38,0.0
20190106:2009,0.0,0.0,12.5,1.1,0.0
20190106:2109,0.0,0.0,12.19,1.03,0.0
20190106:2209,0.0,0.0,11.72,0.97,0.0
20190106:2309,0.0,0.0,11.09,0.97,0.0
20190107:0009,0.0,0.0,10.44,0.9,0.0
20190107:0109,0.0,0.0,10.06,0.76,0.0
20190107:0209,0.0,0.0,9.85,0.48,0.0
20190107:0309,0.0,0.0,9.61,0.48,0.0
20190107:0409,0.0,0.0,9.43,0.69,0.0
20190107:0509,0.0,0.0,9.45,1.03,0.0
20190107:0609,0.0,0.0,9.48,1.17,0.0
20190107:0709,0.0,0.0,10.14,0.62,0.0
20190107:0809,266.86,7.08,10.0,0.76,0.0
20190107:0909,550.37,16.24,11.07,0.55,0.0
20190107:1009,752.65,23.67,13.3,0.21,0.0
20190107:1109,887.44,28.71,14.21,1.03,0.0
20190107:1209,927.88,30.72,14.51,1.66,0.0
20190107:1309,930.08,29.41,14.67,2.21,0.0
20190107:1409,810.95,24.97,14.63,2.48,0.0
20190107:1509,620.94,18.0,14.39,2.69,0.0
20190107:1609,355.01,9.16,13.78,2.62,0.0
20190107:1709,0.0,0.0,13.07,2.28,0.0
20190107:1809,0.0,0.0,12.35,2.14,0.0
20190107:1909,0.0,0.0,11.16,1.79,0.0
20190107:2009,0.0,0.0,10.1,1.93,0.0
20190107:2109,0.0,0.0,9.44,2.14,0.0
20190107:2209,0.0,0.0,8.96,2.41,0.0
20190107:2309,0.0,0.0,8.56,2.62,0.0
20190108:0009,0.0,0.0,8.3,2.97,0.0
20190108:0109,0.0,0.0,8.0,3.31,0.0
20190108:0209,0.0,0.0,7.73,3.52,0.0
20190108:0309,0.0,0.0,7.52,3.66,0.0
20190108:0409,0.0,0.0,7.34,3.66,0.0
20190108:0509,0.0,0.0,7.07,3.59,0.0
20190108:0609,0.0,0.0,6.88,3.52,0.0
20190108:0709,0.0,0.0,6.49,2.62,0.0
20190108:0809,272.87,7.11,6.47,2.55,0.0
20190108:0909,549.78,16.29,8.95,2.41,0.0
20190108:1009,745.83,23.74,12.2,2.48,0.0
20190108:1109,882.66,28.81,13.0,2.69,0.0
20190108:1209,946.16,30.85,13.43,2.69,0.0
20190108:1309,925.2,29.56,13.59,2.62,0.0
20190108:1409,807.19,25.13,13.63,2.55,0.0
20190108:1509,608.01,18.16,13.48,2.41,0.0
20190108:1609,358.51,9.32,12.96,2.28,0.0
20190108:1709,0.0,0.0,12.18,1.66,0.0
20190108:1809,0.0,0.0,11.14,1.38,0.0
20190108:1909,0.0,0.0,9.74,2.0,0.0
20190108:2009,0.0,0.0,8.88,2.28,0.0
20190108:2109,0.0,0.0,8.31,2.62,0.0
20190108:2209,0.0,0.0,7.96,2.9,0.0
20190108:2309,0.0,0.0,7.81,3.24,0.0
20190109:0009,0.0,0.0,7.75,3.45,0.0
20190109:0109,0.0,0.0,7.58,3.59,0.0
20190109:0209,0.0,0.0,7.4,3.66,0.0
20190109:0309,0.0,0.0,7.65,3.66,0.0
20190109:0409,0.0,0.0,7.55,3.72,0.0
20190109:0509,0.0,0.0,7.73,3.86,0.0
20190109:0609,0.0,0.0,7.66,3.72,0.0
20190109:0709,0.0,0.0,7.55,3.59,0.0
20190109:0809,265.51,7.14,7.56,3.52,0.0
20190109:0909,542.22,16.34,9.86,3.17,0.0
20190109:1009,744.92,23.82,13.19,2.62,0.0
20190109:1109,881.65,28.92,14.64,2.07,0.0
20190109:1209,945.12,30.99,15.11,2.21,0.0
20190109:1309,917.94,29.71,15.28,2.83,0.0
20190109:1409,814.02,25.3,15.15,2.97,0.0
20190109:1509,625.33,18.33,14.8,2.69,0.0
20190109:1609,363.57,9.48,14.24,2.14,0.0
20190109:1709,0.0,0.0,13.58,1.45,0.0
20190109:1809,0.0,0.0,12.39,1.03,0.0
20190109:1909,0.0,0.0,11.81,1.66,0.0
20190109:2009,0.0,0.0,11.97,1.45,0.0
20190109:2109,0.0,0.0,12.38,0.97,0.0
20190109:2209,0.0,0.0,11.78,0.41,0.0
20190109:2309,0.0,0.0,11.33,0.69,0.0
20190110:0009,0.0,0.0,11.02,1.03,0.0
20190110:0109,0.0,0.0,10.84,1.24,0.0
20190110:0209,0.0,0.0,10.14,1.52,0.0
20190110:0309,0.0,0.0,8.53,1.86,0.0
20190110:0409,0.0,0.0,7.89,2.0,0.0
20190110:0509,0.0,0.0,7.83,2.0,0.0
20190110:0609,0.0,0.0,6.46,2.41,0.0
20190110:0709,0.0,0.0,6.39,2.34,0.0
20190110:0809,270.95,7.17,6.44,2.28,0.0
20190110:0909,534.66,16.4,8.53,2.62,0.0
20190110:1009,740.95,23.91,12.45,3.66,0.0
20190110:1109,885.01,29.03,13.46,4.9,0.0
20190110:1209,949.98,31.13,13.77,5.24,0.0
20190110:1309,924.27,29.88,13.82,5.31,0.0
20190110:1409,806.42,25.47,13.53,5.79,0.0
20190110:1509,637.1,18.5,12.87,6.21,0.0
20190110:1609,366.88,9.65,12.01,6.0,0.0
20190110:1709,0.0,0.0,11.08,5.59,0.0
20190110:1809,0.0,0.0,10.15,5.38,0.0
20190110:1909,0.0,0.0,9.9,5.59,0.0
20190110:2009,0.0,0.0,9.44,5.45,0.0
20190110:2109,0.0,0.0,9.1,5.24,0.0
20190110:2209,0.0,0.0,8.7,4.9,0.0
20190110:2309,0.0,0.0,8.38,4.55,0.0
20190111:0009,0.0,0.0,8.02,4.28,0.0
20190111:0109,0.0,0.0,7.72,3.93,0.0
20190111:0209,0.0,0.0,7.21,3.66,0.0
20190111:0309,0.0,0.0,6.71,3.45,0.0
20190111:0409,0.0,0.0,6.21,3.38,0.0
20190111:0509,0.0,0.0,5.78,3.17,0.0
20190111:0609,0.0,0.0,5.24,2.9,0.0
20190111:0709,0.0,0.0,5.31,3.17,0.0
20190111:0809,286.68,7.22,5.41,3.24,0.0
20190111:0909,547.63,16.47,7.48,3.24,0.0
20190111:1009,756.28,24.0,9.34,3.31,0.0
20190111:1109,880.13,29.16,9.96,2.9,0.0
20190111:1209,946.4,31.28,10.38,2.48,0.0
20190111:1309,934.57,30.04,10.82,2.21,0.0
20190111:1409,824.79,25.64,10.94,2.62,0.0
20190111:1509,631.62,18.68,10.99,3.24,0.0
20190111:1609,373.27,9.83,10.51,3.59,0.0
20190111:1709,0.0,0.0,9.89,3.03,0.0
20190111:1809,0.0,0.0,9.29,2.28,0.0
20190111:1909,0.0,0.0,8.29,2.14,0.0
20190111:2009,0.0,0.0,7.64,1.66,0.0
20190111:2109,0.0,0.0,8.09,1.31,0.0
20190111:2209,0.0,0.0,8.53,1.17,0.0
20190111:2309,0.0,0.0,8.48,1.17,0.0
20190112:0009,0.0,0.0,8.26,1.24,0.0
20190112:0109,0.0,0.0,7.84,1.17,0.0
20190112:0209,0.0,0.0,7.58,1.1,0.0
20190112:0309,0.0,0.0,7.39,1.03,0.0
20190112:0409,0.0,0.0,7.2,1.1,0.0
20190112:0509,0.0,0.0,7.13,1.24,0.0
20190112:0609,0.0,0.0,5.92,1.59,0.0
20190112:0709,0.0,0.0,7.89,1.24,0.0
20190112:0809,277.2,7.26,6.58,1.59,0.0
20190112:0909,544.99,16.54,6.51,2.07,0.0
20190112:1009,749.58,24.1,10.07,2.76,0.0
20190112:1109,894.25,29.29,10.8,3.1,0.0
20190112:1209,937.61,31.44,11.34,3.38,0.0
20190112:1309,934.52,30.22,11.7,3.59,0.0
20190112:1409,818.78,25.83,11.83,3.66,0.0
20190112:1509,644.96,18.86,11.71,3.66,0.0
20190112:1609,392.61,10.0,11.34,3.52,0.0
20190112:1709,0.0,0.0,10.76,3.17,0.0
20190112:1809,0.0,0.0,9.97,2.76,0.0
20190112:1909,0.0,0.0,8.38,1.93,0.0
20190112:2009,0.0,0.0,8.23,1.45,0.0
20190112:2109,0.0,0.0,9.3,1.03,0.0
20190112:2209,0.0,0.0,9.09,0.69,0.0
20190112:2309,0.0,0.0,8.89,0.28,0.0
20190113:0009,0.0,0.0,8.61,0.28,0.0
20190113:0109,0.0,0.0,8.27,0.69,0.0
20190113:0209,0.0,0.0,7.92,0.97,0.0
20190113:0309,0.0,0.0,7.62,1.17,0.0
20190113:0409,0.0,0.0,7.4,1.38,0.0
20190113:0509,0.0,0.0,6.59,1.52,0.0
20190113:0609,0.0,0.0,5.6,1.79,0.0
20190113:0709,0.0,0.0,4.52,2.55,0.0
20190113:0809,274.67,7.32,4.24,2.62,0.0
20190113:0909,559.29,16.62,7.03,2.76,0.0
20190113:1009,752.62,24.21,11.46,2.97,0.0
20190113:1109,892.63,29.42,13.15,3.38,0.0
20190113:1209,958.7,31.6,14.0,4.0,0.0
20190113:1309,947.97,30.4,14.46,4.41,0.0
20190113:1409,825.37,26.01,14.64,4.69,0.0
20190113:1509,638.99,19.04,14.48,4.76,0.0
20190113:1609,398.23,10.18,14.04,4.55,0.0
20190113:1709,0.0,0.0,13.31,4.14,0.0
20190113:1809,0.0,0.0,12.52,3.93,0.0
20190113:1909,0.0,0.0,11.68,3.59,0.0
20190113:2009,0.0,0.0,10.55,3.17,0.0
20190113:2109,0.0,0.0,9.3,2.9,0.0
20190113:2209,0.0,0.0,8.3,2.97,0.0
20190113:2309,0.0,0.0,7.64,3.1,0.0
20190114:0009,0.0,0.0,7.22,3.24,0.0
20190114:0109,0.0,0.0,6.96,3.38,0.0
20190114:0209,0.0,0.0,6.76,3.45,0.0
20190114:0309,0.0,0.0,6.65,3.52,0.0
20190114:0409,0.0,0.0,6.52,3.52,0.0
20190114:0509,0.0,0.0,6.36,3.38,0.0
20190114:0609,0.0,0.0,6.25,3.31,0.0
20190114:0709,0.0,0.0,6.09,3.03,0.0
20190114:0809,264.87,7.38,6.42,3.17,0.0
20190114:0909,537.71,16.7,9.56,3.24,0.0
20190114:1009,735.14,24.32,13.68,3.31,0.0
20190114:1109,881.49,29.57,15.64,3.31,0.0
20190114:1209,947.38,31.77,16.41,3.45,0.0
20190114:1309,930.52,30.59,16.77,3.52,0.0
20190114:1409,816.3,26.21,16.86,3.45,0.0
20190114:1509,637.07,19.24,16.69,3.17,0.0
20190114:1609,388.13,10.37,16.21,2.83,0.0
20190114:1709,0.0,0.0,15.52,2.28,0.0
20190114:1809,0.0,0.0,13.95,2.0,0.0
20190114:1909,0.0,0.0,15.36,1.03,0.0
20190114:2009,0.0,0.0,14.82,0.62,0.0
20190114:2109,0.0,0.0,14.14,0.48,0.0
20190114:2209,0.0,0.0,13.63,0.76,0.0
20190114:2309,0.0,0.0,13.51,1.24,0.0
20190115:0009,0.0,0.0,12.82,1.66,0.0
20190115:0109,0.0,0.0,12.25,1.79,0.0
20190115:0209,0.0,0.0,12.24,1.79,0.0
20190115:0309,0.0,0.0,12.15,1.79,0.0
20190115:0409,0.0,0.0,12.41,1.66,0.0
20190115:0509,0.0,0.0,11.92,1.66,0.0
20190115:0609,0.0,0.0,11.14,1.79,0.0
20190115:0709,0.0,0.0,8.59,2.62,0.0
20190115:0809,225.86,7.45,8.39,2.69,0.0
20190115:0909,456.15,16.79,9.64,2.48,0.0
20190115:1009,696.2,24.44,13.62,2.69,0.0
20190115:1109,874.3,29.72,14.75,3.31,0.0
20190115:1209,886.02,31.95,15.05,3.66,0.0
20190115:1309,893.83,30.78,15.18,3.79,0.0
20190115:1409,874.82,26.41,15.01,3.93,0.0
20190115:1509,656.69,19.43,14.74,4.0,0.0
20190115:1609,416.91,10.56,14.15,3.93,0.0
20190115:1709,0.0,0.0,13.42,3.66,0.0
20190115:1809,0.0,0.0,12.61,3.45,0.0
20190115:1909,0.0,0.0,11.77,3.03,0.0
20190115:2009,0.0,0.0,10.87,2.62,0.0
20190115:2109,0.0,0.0,9.83,2.14,0.0
20190115:2209,0.0,0.0,9.44,1.79,0.0
20190115:2309,0.0,0.0,9.73,1.38,0.0
20190116:0009,0.0,0.0,10.3,0.97,0.0
20190116:0109,0.0,0.0,9.94,0.62,0.0
20190116:0209,0.0,0.0,9.59,0.34,0.0
20190116:0309,0.0,0.0,9.39,0.34,0.0
20190116:0409,0.0,0.0,9.38,0.34,0.0
20190116:0509,0.0,0.0,9.57,0.28,0.0
20190116:0609,0.0,0.0,9.25,0.07,0.0
20190116:0709,0.0,0.0,9.68,0.41,0.0
20190116:0809,111.88,7.52,9.58,0.34,0.0
20190116:0909,101.51,16.89,10.65,0.34,0.0
20190116:1009,186.19,24.57,11.39,0.9,0.0
20190116:1109,273.78,29.88,12.06,1.45,0.0
20190116:1209,68.81,32.13,12.66,2.14,0.0
20190116:1309,64.16,30.98,13.13,2.76,0.0
20190116:1409,138.78,26.61,13.16,3.38,0.0
20190116:1509,241.36,19.63,12.99,3.52,0.0
20190116:1609,39.05,10.75,12.48,3.31,0.0
20190116:1709,0.0,0.0,12.17,3.31,0.0
20190116:1809,0.0,0.0,11.86,3.45,0.0
20190116:1909,0.0,0.0,11.88,3.38,0.0
20190116:2009,0.0,0.0,11.41,3.59,0.0
20190116:2109,0.0,0.0,10.98,3.59,0.0
20190116:2209,0.0,0.0,10.44,3.45,0.0
20190116:2309,0.0,0.0,10.0,3.45,0.0
20190117:0009,0.0,0.0,9.5,3.52,0.0
20190117:0109,0.0,0.0,9.09,3.72,0.0
20190117:0209,0.0,0.0,8.77,3.72,0.0
20190117:0309,0.0,0.0,8.52,3.72,0.0
20190117:0409,0.0,0.0,8.26,3.66,0.0
20190117:0509,0.0,0.0,8.1,3.66,0.0
20190117:0609,0.0,0.0,8.03,3.72,0.0
20190117:0709,0.0,0.0,7.37,3.31,0.0
20190117:0809,264.62,7.6,7.42,3.24,0.0
20190117:0909,496.78,16.99,9.77,3.17,0.0
20190117:1009,697.47,24.7,12.32,2.97,0.0
20190117:1109,851.79,30.04,13.08,3.03,0.0
20190117:1209,895.5,32.32,13.36,3.52,0.0
20190117:1309,825.74,31.19,13.58,3.86,0.0
20190117:1409,522.9,26.82,13.72,4.21,0.0
20190117:1509,171.72,19.83,13.25,4.21,0.0
20190117:1609,247.59,10.94,12.8,3.72,0.0
20190117:1709,0.0,0.0,12.31,2.9,0.0
20190117:1809,0.0,0.0,11.72,2.28,0.0
20190117:1909,0.0,0.0,10.88,1.86,0.0
20190117:2009,0.0,0.0,10.54,1.38,0.0
20190117:2109,0.0,0.0,11.33,1.03,0.0
20190117:2209,0.0,0.0,9.14,1.79,0.0
20190117:2309,0.0,0.0,8.32,2.21,0.0
20190118:0009,0.0,0.0,7.96,2.41,0.0
20190118:0109,0.0,0.0,7.85,2.41,0.0
20190118:0209,0.0,0.0,7.75,2.21,0.0
20190118:0309,0.0,0.0,7.45,1.93,0.0
20190118:0409,0.0,0.0,7.47,1.79,0.0
20190118:0509,0.0,0.0,7.44,1.79,0.0
20190118:0609,0.0,0.0,7.22,2.07,0.0
20190118:0709,0.0,0.0,7.41,2.34,0.0
20190118:0809,219.4,7.68,7.46,2.28,0.0
20190118:0909,565.87,17.11,9.81,2.0,0.0
20190118:1009,220.57,24.84,11.26,1.79,0.0
20190118:1109,774.63,30.21,11.69,1.38,0.0
20190118:1209,902.92,32.52,11.94,1.45,0.0
20190118:1309,434.05,31.4,11.74,1.52,0.0
20190118:1409,283.47,27.03,11.86,2.0,0.0
20190118:1509,201.03,20.04,11.56,2.28,0.0
20190118:1609,371.72,11.14,11.48,2.41,0.0
20190118:1709,0.0,0.0,11.3,2.55,0.0
20190118:1809,0.0,0.0,11.0,3.17,0.0
20190118:1909,0.0,0.0,10.86,3.45,0.0
20190118:2009,0.0,0.0,10.6,3.17,0.0
20190118:2109,0.0,0.0,10.14,2.9,0.0
20190118:2209,0.0,0.0,9.64,2.55,0.0
20190118:2309,0.0,0.0,9.02,2.21,0.0
20190119:0009,0.0,0.0,8.8,2.0,0.0
20190119:0109,0.0,0.0,8.51,2.0,0.0
20190119:0209,0.0,0.0,7.89,2.41,0.0
20190119:0309,0.0,0.0,7.46,2.97,0.0
20190119:0409,0.0,0.0,7.47,3.45,0.0
20190119:0509,0.0,0.0,7.59,3.59,0.0
20190119:0609,0.0,0.0,7.21,3.38,0.0
20190119:0709,0.0,0.0,6.64,2.41,0.0
20190119:0809,274.38,7.77,8.3,1.66,0.0
20190119:0909,552.21,17.22,10.19,1.1,0.0
20190119:1009,748.65,24.99,12.04,0.76,0.0
20190119:1109,903.9,30.39,12.62,1.52,0.0
20190119:1209,944.91,32.72,12.78,1.93,0.0
20190119:1309,930.51,31.62,12.82,2.14,0.0
20190119:1409,875.49,27.25,13.15,2.62,0.0
20190119:1509,452.08,20.25,12.96,3.1,0.0
20190119:1609,141.3,11.34,12.72,3.45,0.0
20190119:1709,0.0,0.0,12.49,3.45,0.0
20190119:1809,0.0,0.0,12.43,4.07,0.0
20190119:1909,0.0,0.0,12.42,4.28,0.0
20190119:2009,0.0,0.0,12.22,5.17,0.0
20190119:2109,0.0,0.0,11.98,5.72,0.0
20190119:2209,0.0,0.0,11.68,5.93,0.0
20190119:2309,0.0,0.0,11.58,6.07,0.0
20190120:0009,0.0,0.0,11.4,6.0,0.0
20190120:0109,0.0,0.0,11.23,5.45,0.0
20190120:0209,0.0,0.0,11.01,5.38,0.0
20190120:0309,0.0,0.0,10.9,5.24,0.0
20190120:0409,0.0,0.0,10.7,5.24,0.0
20190120:0509,0.0,0.0,10.4,4.97,0.0
20190120:0609,0.0,0.0,10.07,4.97,0.0
20190120:0709,0.0,0.0,10.72,5.24,0.0
20190120:0809,49.55,7.87,10.7,5.72,0.0
20190120:0909,92.5,17.34,11.61,5.72,0.0
20190120:1009,163.87,25.14,12.98,5.52,0.0
20190120:1109,816.95,30.57,13.96,5.24,0.0
20190120:1209,248.31,32.93,14.49,4.9,0.0
20190120:1309,73.46,31.84,14.75,4.55,0.0
20190120:1409,287.68,27.48,14.76,4.28,0.0
20190120:1509,201.94,20.47,14.38,4.21,0.0
20190120:1609,154.75,11.55,13.97,3.59,0.0
20190120:1709,0.0,0.0,13.69,2.21,0.0
20190120:1809,0.0,0.0,12.55,1.17,0.0
20190120:1909,0.0,0.0,13.36,0.69,0.0
20190120:2009,0.0,0.0,11.58,1.52,0.0
20190120:2109,0.0,0.0,10.32,1.79,0.0
20190120:2209,0.0,0.0,11.53,1.31,0.0
20190120:2309,0.0,0.0,11.3,0.69,0.0
20190121:0009,0.0,0.0,10.95,1.03,0.0
20190121:0109,0.0,0.0,8.77,1.72,0.0
20190121:0209,0.0,0.0,7.51,2.28,0.0
20190121:0309,0.0,0.0,7.26,2.83,0.0
20190121:0409,0.0,0.0,7.25,3.38,0.0
20190121:0509,0.0,0.0,6.98,3.66,0.0
20190121:0609,0.0,0.0,6.88,3.79,0.0
20190121:0709,0.0,0.0,6.25,2.48,0.0
20190121:0809,292.06,7.97,6.34,2.69,0.0
20190121:0909,552.81,17.47,8.97,2.76,0.0
20190121:1009,760.37,25.3,11.14,2.14,0.0
20190121:1109,873.49,30.76,11.84,0.97,0.0
20190121:1209,830.32,33.15,12.4,1.45,0.0
20190121:1309,307.58,32.07,12.81,2.76,0.0
20190121:1409,559.65,27.71,12.96,3.86,0.0
20190121:1509,391.89,20.69,12.6,4.41,0.0
20190121:1609,442.52,11.75,12.1,4.34,0.0
20190121:1709,0.0,0.0,11.48,3.86,0.0
20190121:1809,0.0,0.0,10.62,2.9,0.0
20190121:1909,0.0,0.0,9.13,1.66,0.0
20190121:2009,0.0,0.0,9.62,1.24,0.0
20190121:2109,0.0,0.0,10.16,0.97,0.0
20190121:2209,0.0,0.0,9.91,0.97,0.0
20190121:2309,0.0,0.0,9.67,1.17,0.0
20190122:0009,0.0,0.0,9.48,1.31,0.0
20190122:0109,0.0,0.0,7.14,1.86,0.0
20190122:0209,0.0,0.0,5.89,2.34,0.0
20190122:0309,0.0,0.0,5.67,2.41,0.0
20190122:0409,0.0,0.0,5.08,2.76,0.0
